image_path,season,pond
datasets/train_on_2025_all\images\GX010666_MP4-0312_jpg.rf.06bcd13928296c190d713784af585dfe.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0313_jpg.rf.77d7c963fb32634a7720c106eaca7c26.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0313_jpg.rf.81e7e6c8c29f5f25e422f310253c7eb8.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0317_jpg.rf.12510ee19fa93a8679df3a3d793fd13d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0317_jpg.rf.6524315a2715afc69b2e4f52f3a4292f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0318_jpg.rf.47803a7d9adf183bd1a83d34abbc7475.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0318_jpg.rf.9afde6c6ff8161c779b7aa014c630577.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0319_jpg.rf.9486b8bc949ad2634445610e6c943f65.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0320_jpg.rf.8acb5665af136f13a0f8e38bfa2237fc.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0331_jpg.rf.12b1225fae81698b2d345fb9b90ca86c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0331_jpg.rf.8ce37774b8a202299785469d139f11fe.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0333_jpg.rf.c1181e80f44cd7421284f172d4366d34.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0335_jpg.rf.3a2df5f570fbd04ab6744b17bf6f2716.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0335_jpg.rf.a6573a88eab21394f2518d824f8aeefa.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0336_jpg.rf.799289ccfdbffe776b02d4bb53d50ebd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0337_jpg.rf.28dff73729102bdfa7e7dc33781aaea4.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0338_jpg.rf.3799b261db8a0e481ab985c6b41772e3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0341_jpg.rf.1e6125f94faff70eabd1db25f6780121.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010666_MP4-0344_jpg.rf.35130135f429419cef8470964c0ee9e6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0009_jpg.rf.374e9108928bb3bf5eaf01eb2d761d1f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0010_jpg.rf.2339ac84bb05cc17bc12d58c74d07574.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0010_jpg.rf.e0bff1a934fa0d817a1a773a4381100e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0013_jpg.rf.3c9962441091101677864a846c272740.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0014_jpg.rf.129ad06866cb9f50ac07122c202f1c22.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0014_jpg.rf.ad2b6fe3a168ad7aaaa8b1147101176f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0015_jpg.rf.3083a49874302846d461d771adbbb845.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0015_jpg.rf.76aa846f5c971746045289eff211342a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0017_jpg.rf.02ebd90617f9c5c2ad8c8ed0cc34534f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0017_jpg.rf.6a80752b992961a7804c1320207edf80.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0018_jpg.rf.9ac0559f6e07f9a599fbb572e16cf1aa.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0019_jpg.rf.1274dbd03aff9f492ff0f8962920b567.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0020_jpg.rf.4b0363ce25ffc700725019bf383e4024.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0021_jpg.rf.31b1d574baee80ac4326147873925a8c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0021_jpg.rf.c25aeccd0fd354b5a14cef61f4cc6788.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0024_jpg.rf.7e55024bfd99399061f0d382c274e6d3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0024_jpg.rf.e0ede1d3eb6620de323f3ebfb1b47299.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0027_jpg.rf.03a51aeeb5e6b26644cd7c7bcf4be278.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0027_jpg.rf.1d926a44d344816703e93255afc1f746.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0027_jpg.rf.a629e2c201978d3395415ff2cb12e711.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0028_jpg.rf.075573af8e33444021e6a85b1a534cbe.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0029_jpg.rf.51387df2dbc16688e5eb2869c7eb7fa7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0030_jpg.rf.152b35276b58dd7da2e99548febcc64d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0030_jpg.rf.6a8df5780107e92f73e6b86f7b4e22bc.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0031_jpg.rf.40ff59eb6ca6bdd24c7ba0264e986b98.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0031_jpg.rf.a3edae53f059c749f2df0de04173b5c4.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0032_jpg.rf.c00156a52dfca8118a51fb7121511bdb.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0033_jpg.rf.108aae399f3d12aa628c9e87b7ae2d64.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0033_jpg.rf.4ff3b9f2e18e6e98dc5fcffbcda70eee.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0034_jpg.rf.d8f3ef76b755a0fd03d74bf21a56d18f.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0035_jpg.rf.b6c5b72b97e2ac9b6531d6d421fe6e70.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0035_jpg.rf.e931147b4dbf4c16e5d0171acc14e5a0.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0037_jpg.rf.5ed362c53f434220bbae869846478248.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0037_jpg.rf.f4e733b64f963b806dca020f5ff20ffe.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0040_jpg.rf.a96c0492d44d3d29bab4213056d28a7d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0040_jpg.rf.d820e8ced5250cf63e279b01e6d7eb46.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0041_jpg.rf.3c1f7e5b4f131c2db3487f9ca330d699.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0043_jpg.rf.4c51e3f8d19f65f0b9d0e0391716e52e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0043_jpg.rf.a9851615b8188821fad580948a8b72ce.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0044_jpg.rf.05780a88b3d0708ff9429804fa7ac7c5.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0044_jpg.rf.2232efe2174e7781f06f88975723f7d5.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0044_jpg.rf.e8b24d5738acbc69d3a07ce60690b818.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0045_jpg.rf.73d391376024507fe3f6244012e65cc6.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010667_MP4-0045_jpg.rf.9b9de2dc18b4e46652f6881545ee8a7d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0008_jpg.rf.bfe335ef5e8e8ab498cacce29a552436.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0010_jpg.rf.cd0d6360663ee505ad23b6789e941256.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0011_jpg.rf.4b70994872514a31e1a39521bca354c0.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0019_jpg.rf.36c2484d8449fbb4cb3ab857776551fd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0020_jpg.rf.25733a8da806e157af0a70fcfd1964eb.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0021_jpg.rf.65bc495b504ae78fe0ba5e07eaeb98e1.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0026_jpg.rf.0272e54256752302a70b4b2a83327529.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0027_jpg.rf.96ab80e7cdfd27db21cc70924d7ebe22.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0027_jpg.rf.dfba450f0a49c9e7d7acfc70a6b249c8.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0028_jpg.rf.20ecb8ddd11bc97ee4e01d5a6789bfa8.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0028_jpg.rf.c6fefb06583fb140fcf1f9c43206c21a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0029_jpg.rf.a7f955d3a8af8ecd50b5eb56c8a2221e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0031_jpg.rf.8cb6d88e16db7eb68ae56c309976a2fd.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0031_jpg.rf.fefd527de37bfce52ee3d0a27dfa4934.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0032_jpg.rf.49df7a85e93b6486a75f9b82383c7df5.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0034_jpg.rf.75ee23a2da0110c1dc52b5ad6e5ed0e9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0035_jpg.rf.5b5a3a57ceedf5caede684bd62ff2ed9.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0035_jpg.rf.fc7b066af1640282d5617a2eb5ba582a.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0036_jpg.rf.112d4ad82a4f29f5f41471b4d291522c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0036_jpg.rf.9a501206f9c6669a56fc50da46f7dd20.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0039_jpg.rf.060990918c2661e7cb1f6f10728cf61d.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0039_jpg.rf.28e79bcb92b7ce8df51ff9d6d695a21c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0040_jpg.rf.4022e52e2a91615ed75d3d2ac1ac61c8.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0040_jpg.rf.9915599d592171ae52130f2ff6184272.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0041_jpg.rf.0eabd2885454da759586a753eef31a8c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0042_jpg.rf.40a022ba685d07276ed83b44b71f08d4.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0043_jpg.rf.305437c2c5f0f0c4d4fe71226ad334b7.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0043_jpg.rf.d178254d866b15b57244625b8f24a5ab.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0044_jpg.rf.c785095c25da94657ed954d7f2efea35.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0044_jpg.rf.d861e37d767ab8c44714b949e7516e04.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0046_jpg.rf.1939afb18cb10e4b03639fc9e5231618.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0046_jpg.rf.33b78a8a1afa9ed88fb72f538ff2138c.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0047_jpg.rf.3c17390151407113b67e4e264c60fe47.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0047_jpg.rf.7db8667733213d10e3306d6c7be75e26.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0048_jpg.rf.01e03de86c52add316aac39fd3d8c641.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0049_jpg.rf.494b1c44f431ac05440950b5565d1a8e.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0050_jpg.rf.9e52cc13b797640ad19763b755d82c5b.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0050_jpg.rf.d0ed6442072ffb2f0ea642fd4efb62b0.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0052_jpg.rf.f79cce009715e294f3a624a19d3ff4b3.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0055_jpg.rf.214f488e484f8f9870a00c7f3db42ec1.jpg,2025,mixed
datasets/train_on_2025_all\images\GX010668_MP4-0055_jpg.rf.61cf2b75fd7fc0e3ac04d173ee79fab5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00002_jpg.rf.81e4d2d34334c3e62d52a2aaf1841b65.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00003_jpg.rf.3ae6ccc87659809e194e2556d90c364b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00003_jpg.rf.42c03ad0db5e42c1cc474e5ffee4acda.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00004_jpg.rf.218144c56928d193f449c445b97971ab.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00004_jpg.rf.6b84e6ce0ce299b222b6b2b97dcb0e31.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00004_jpg.rf.9c968ac8bae486c821c5bc257dfedd7e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00004_jpg.rf.d1eb9dec04905336e1852cb870754a62.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.281ffad5dbd4c5accc812baf1da4af81.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.39862fc3570999bcc7bcbb9d51c4f1fb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.400a144994418b11fa5d367fdf752168.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.543091a76c30c92669719d24e52a4f95.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.a4fbdb6ea2709dca15495c40ef3d85c0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.c42ac8118f9093bec750f88f7f25b84a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.ce60b95c400ab73280a4d974431fbdf8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00005_jpg.rf.dba90d4b4eaa2fe3543fd2d1abb0aa21.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00006_jpg.rf.038b169031e15fcf877d1b6ff1af1348.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00006_jpg.rf.6f104ffc740898a5b9b5bf81f307874a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00006_jpg.rf.89372a8bf7fe3d7090f5e9d20f446fd1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00006_jpg.rf.b1e2f6b39721d564a4a3b390602e6d74.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00006_jpg.rf.f3a0aba8fbfb1a5d5c6cd9b555cf4d99.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.2c644dbeadfda868a6c6d6ca5c29f6eb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.3190f604ce8917bc6c8ad412b5d8e100.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.5b36de2e773734c85be4a2e3df7a314d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.7575f4db9b9cfeac208a6e09c37ff2c3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.99d6e27d19ba41124d89d12e9ae68306.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.c9c871e0ba4d59f0c64afca3615e4b5e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.ce845d4b9989d584fdb47d834c7814c3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00007_jpg.rf.df175e2f7ab0148dbd824f69da57754c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00008_jpg.rf.188ffe17721d4d241178344db4711dd6.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00008_jpg.rf.ad138de2472f10d072daac70fb4d56ba.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00008_jpg.rf.ce267c492735efd81df40bc5a5fdc882.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00009_jpg.rf.7d91091c1cf2e42ac6fba56f7103fc54.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00009_jpg.rf.c8d320a217d012645cba27190c3be9d5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00009_jpg.rf.d2671c8d580369af76cea49833fb4a05.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00009_jpg.rf.f07aa488b2e3f43bad477b51256f7244.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00010_jpg.rf.58ca5f4adf6c42b3427723f0a2628ae5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00010_jpg.rf.7d98e67b4ec45098752fb95486542ff9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00010_jpg.rf.82212d4a8709b29090aff803358b1f18.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00010_jpg.rf.a1b920fbd47c25211c628be795daf4b3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00010_jpg.rf.a52f6f0ea794c0f358b63aa3b974419b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00010_jpg.rf.c62e1ed29eb686641fd6c490c38af66d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00010_jpg.rf.f2f77a0e1bb2122fdd28d7c8c0a68653.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.1fcc49c8b0fc89f7a3a3f0f9952da1df.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.3c1775a81cf8f88d22c075a4160c2e1e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.4f19e68cdc93edcc14059ec620daea7d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.975b52169461b6e0516f23e40a98147c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.b66e39b2805515df290d32ae4e69c027.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.b8b1a3fd7b62dd82d7cd3bbc682f54a7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.ce61f94599259c92f54fb182f780fbe2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.dcabad4bbba54e756b013e97dd23c08e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.f3e6ddd10392a0197b88fd328a73db46.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00011_jpg.rf.fef6407c8d34aa751464d063276fd291.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00012_jpg.rf.0f81f75d47a2023ae72f9bfacffec0f1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00012_jpg.rf.11ed1fc12ec2f8b018b48bfe25c17968.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00012_jpg.rf.3515fba64554e6fc8794a683796ed5a5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00012_jpg.rf.b327326d0cbc9e663dd5b02c13ecf1a1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00012_jpg.rf.d5367e86c8973aad59dea34746bb7567.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00013_jpg.rf.1899238de463496a8186daabf966c102.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00013_jpg.rf.23a48c47eeee0b7fa9b0bfebd5014129.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00013_jpg.rf.5f647dda9e1171f42c6b62373e8025cb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00013_jpg.rf.ac522859c488f77bc01bbd9ddf6874a5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00013_jpg.rf.b3396acf74af18d7089a3047d4be5d20.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00013_jpg.rf.de50b537844f2f7bbe8ba620b59eb03f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00014_jpg.rf.243884c77901410e44dfd1d0302003bc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00014_jpg.rf.3736b8c466391833b4bc665e26c8075b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00014_jpg.rf.3896287d5f1ac17f5bb01b014ffc96af.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00014_jpg.rf.6ea7fb2cf517954763e38e90ff237d01.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00014_jpg.rf.9b9bd34dc165431135ddc39fd6827b44.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00015_jpg.rf.0abf8e298d11a6e3bf029d71a9ba5b09.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00015_jpg.rf.0ca3b7f2838664bff3359ac8b4c88485.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00015_jpg.rf.5b42fbdcf94c53ca1acdf76f3e035605.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00015_jpg.rf.b93c7c20acaed42ea4d86837a3485a47.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00015_jpg.rf.cc394da2792202c34f76ada70c3efb5e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00016_jpg.rf.0006f06b9938f0a50d749b7edc17ac5b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00016_jpg.rf.16e8915aa59422a8497316f6cf8b7692.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00016_jpg.rf.6dfb2d04cbb42db5c89f9d08f4aec709.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00016_jpg.rf.cd8d3275b870b281a9d7025cbdfab499.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00016_jpg.rf.e44b0ad8027c5cb307c7cfa7489a6d8f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00017_jpg.rf.19afc68b2917a45db194e789f87a5e9d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00017_jpg.rf.28efa9110f3172cd77ae356b9fa49b9b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00017_jpg.rf.41482e5a6c1ce704f44664dc93fd4ff8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00017_jpg.rf.a1ee837e62f6b24c1a7f7d4cb5dbf462.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00017_jpg.rf.f337ff5f85bfdab1b81feab6827cf4d1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.045654780a1929c8e3a9410683e00f56.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.179ae3e04029bd991aa85413728f9d9a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.278317fcbd5a9faafd688f71cbfed544.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.2fc79adf4f348bcc0467b5a5b102bae8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.50801ade734e72657c66008b8589730a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.91f3dd57c0fd328f0cc84e09ec1f98e0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.9f273c1f7d6b057e34c98de7bf38df3b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.d42ae9613341fe7894d9414466dc603f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.f0ba91aa037e6904c98b49b4b8319cc3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.f7b0d836e8ede3457a56ecc90885e51e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00018_jpg.rf.ffd06b013d24005afb72f5b20153d629.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00019_jpg.rf.4972f7f1306d9a19950c5aa2b1deb74c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00019_jpg.rf.fffe4148ce522bbf09b5d76a1bda06ea.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00020_jpg.rf.0843d5ffd03ce464d91e9c0aeee009bf.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00020_jpg.rf.57a81ca25f6d90da0e6b71379228331f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00020_jpg.rf.59db2c9a4fa2ade9da9a747a3d69d1cb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00020_jpg.rf.9034c00facbf2733856f3e170459db10.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00020_jpg.rf.cd618e25dc4f5272b7f730cb35aa9153.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00021_jpg.rf.3d2e5a137659b5572f3ef13cc5a469a8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00021_jpg.rf.40c6cdeea8ec812ddb4e19eb77491a39.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00021_jpg.rf.497b1453a3af357671bd3338af6d7234.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00021_jpg.rf.5fa93950d002d8747129ea453eb03005.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00021_jpg.rf.b6c62b609d77fc66457bdd13984b0c13.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00021_jpg.rf.e68a4fde0be221e55b58495bc4ae76ae.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00022_jpg.rf.00a3e8a8c59d115c010980eecbcbc981.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00022_jpg.rf.20b28e51bb708d6d59be2dde3de0b5d3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00022_jpg.rf.8c7b269bb249e42c10204c8db51d1ee6.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00022_jpg.rf.9143511b01670e95a8a37257afd2f2a4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00022_jpg.rf.9fc8036e0b14107e76e94ced5ba67eb1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00022_jpg.rf.a7413cc843a178a31386ac902e68a009.jpg,2025,mixed
